id,tab_id,tabelle,jahr,raum_id,raum,zei_id,zeile,zahl
010.005.2005.605.010,005,Einwohner in Köln,2005,605,Lindweiler,10,Einwohner,3646.0
010.005.2005.606.010,005,Einwohner in Köln,2005,606,Pesch,10,Einwohner,7880.0
010.005.2005.607.010,005,Einwohner in Köln,2005,607,Esch/Auweiler,10,Einwohner,6654.0
010.005.2005.608.010,005,Einwohner in Köln,2005,608,Volkhoven/Weiler,10,Einwohner,6019.0
010.005.2005.609.010,005,Einwohner in Köln,2005,609,Chorweiler,10,Einwohner,13932.0
010.005.2005.610.010,005,Einwohner in Köln,2005,610,Blumenberg,10,Einwohner,5869.0
010.005.2005.611.010,005,Einwohner in Köln,2005,611,Roggendorf/Thenhoven,10,Einwohner,4058.0
010.005.2005.612.010,005,Einwohner in Köln,2005,612,Worringen,10,Einwohner,9400.0
010.005.2005.701.010,005,Einwohner in Köln,2005,701,Poll,10,Einwohner,10980.0
010.005.2005.702.010,005,Einwohner in Köln,2005,702,Westhoven,10,Einwohner,4625.0
010.005.2005.703.010,005,Einwohner in Köln,2005,703,Ensen,10,Einwohner,6736.0
010.005.2005.704.010,005,Einwohner in Köln,2005,704,Gremberghoven,10,Einwohner,2988.0
010.005.2005.705.010,005,Einwohner in Köln,2005,705,Eil,10,Einwohner,8916.0
010.005.2005.706.010,005,Einwohner in Köln,2005,706,Porz,10,Einwohner,13092.0
010.005.2005.707.010,005,Einwohner in Köln,2005,707,Urbach,10,Einwohner,12093.0
010.005.2005.708.010,005,Einwohner in Köln,2005,708,Elsdorf,10,Einwohner,1165.0
010.005.2005.709.010,005,Einwohner in Köln,2005,709,Grengel,10,Einwohner,5398.0
010.005.2005.710.010,005,Einwohner in Köln,2005,710,Wahnheide,10,Einwohner,7923.0
010.005.2005.711.010,005,Einwohner in Köln,2005,711,Wahn,10,Einwohner,6216.0
010.005.2005.712.010,005,Einwohner in Köln,2005,712,Lind,10,Einwohner,3490.0
010.005.2005.713.010,005,Einwohner in Köln,2005,713,Libur,10,Einwohner,879.0
010.005.2005.714.010,005,Einwohner in Köln,2005,714,Zündorf,10,Einwohner,12152.0
010.005.2005.715.010,005,Einwohner in Köln,2005,715,Langel,10,Einwohner,3242.0
010.005.2005.716.010,005,Einwohner in Köln,2005,716,Finkenberg,10,Einwohner,6752.0
010.005.2005.801.010,005,Einwohner in Köln,2005,801,Humboldt/Gremberg,10,Einwohner,15019.0
010.005.2005.802.010,005,Einwohner in Köln,2005,802,Kalk,10,Einwohner,21134.0
010.005.2005.803.010,005,Einwohner in Köln,2005,803,Vingst,10,Einwohner,10766.0
010.005.2005.804.010,005,Einwohner in Köln,2005,804,Höhenberg,10,Einwohner,11981.0
010.005.2005.805.010,005,Einwohner in Köln,2005,805,Ostheim,10,Einwohner,10833.0
010.005.2005.806.010,005,Einwohner in Köln,2005,806,Merheim,10,Einwohner,8067.0
010.005.2005.807.010,005,Einwohner in Köln,2005,807,Brück,10,Einwohner,9565.0
010.005.2005.808.010,005,Einwohner in Köln,2005,808,Rath/Heumar,10,Einwohner,11016.0
010.005.2005.809.010,005,Einwohner in Köln,2005,809,Neubrück,10,Einwohner,8813.0
010.005.2005.901.010,005,Einwohner in Köln,2005,901,Mülheim,10,Einwohner,40728.0
010.005.2005.902.010,005,Einwohner in Köln,2005,902,Buchforst,10,Einwohner,7080.0
010.005.2005.903.010,005,Einwohner in Köln,2005,903,Buchheim,10,Einwohner,12163.0
010.005.2005.904.010,005,Einwohner in Köln,2005,904,Holweide,10,Einwohner,20489.0
010.005.2005.905.010,005,Einwohner in Köln,2005,905,Dellbrück,10,Einwohner,21054.0
010.005.2005.906.010,005,Einwohner in Köln,2005,906,Höhenhaus,10,Einwohner,15387.0
010.005.2005.907.010,005,Einwohner in Köln,2005,907,Dünnwald,10,Einwohner,11971.0
010.005.2005.908.010,005,Einwohner in Köln,2005,908,Stammheim,10,Einwohner,7601.0
010.005.2005.909.010,005,Einwohner in Köln,2005,909,Flittard,10,Einwohner,7959.0
010.005.2006.000.010,005,Einwohner in Köln,2006,000,Stadt Köln,10,Einwohner,1024346.0
010.005.2006.001.010,005,Einwohner in Köln,2006,001,Innenstadt,10,Einwohner,129318.0
010.005.2006.002.010,005,Einwohner in Köln,2006,002,Rodenkirchen,10,Einwohner,101309.0
010.005.2006.003.010,005,Einwohner in Köln,2006,003,Lindenthal,10,Einwohner,139507.0
010.005.2006.004.010,005,Einwohner in Köln,2006,004,Ehrenfeld,10,Einwohner,103205.0
010.005.2006.005.010,005,Einwohner in Köln,2006,005,Nippes,10,Einwohner,109413.0
010.005.2006.006.010,005,Einwohner in Köln,2006,006,Chorweiler,10,Einwohner,82161.0
010.005.2006.007.010,005,Einwohner in Köln,2006,007,Porz,10,Einwohner,106567.0
010.005.2006.008.010,005,Einwohner in Köln,2006,008,Kalk,10,Einwohner,108146.0
010.005.2006.009.010,005,Einwohner in Köln,2006,009,Mülheim,10,Einwohner,144720.0
010.005.2006.101.010,005,Einwohner in Köln,2006,101,Altstadt/Süd,10,Einwohner,27765.0
010.005.2006.102.010,005,Einwohner in Köln,2006,102,Neustadt/Süd,10,Einwohner,37983.0
010.005.2006.103.010,005,Einwohner in Köln,2006,103,Altstadt/Nord,10,Einwohner,18659.0
010.005.2006.104.010,005,Einwohner in Köln,2006,104,Neustadt/Nord,10,Einwohner,28981.0
010.005.2006.105.010,005,Einwohner in Köln,2006,105,Deutz,10,Einwohner,15930.0
010.005.2006.201.010,005,Einwohner in Köln,2006,201,Bayenthal,10,Einwohner,8432.0
010.005.2006.202.010,005,Einwohner in Köln,2006,202,Marienburg,10,Einwohner,5687.0
010.005.2006.203.010,005,Einwohner in Köln,2006,203,Raderberg,10,Einwohner,5682.0
010.005.2006.204.010,005,Einwohner in Köln,2006,204,Raderthal,10,Einwohner,4589.0
010.005.2006.205.010,005,Einwohner in Köln,2006,205,Zollstock,10,Einwohner,20745.0
010.005.2006.206.010,005,Einwohner in Köln,2006,206,Rondorf,10,Einwohner,9613.0
010.005.2006.207.010,005,Einwohner in Köln,2006,207,Hahnwald,10,Einwohner,2091.0
010.005.2006.208.010,005,Einwohner in Köln,2006,208,Rodenkirchen,10,Einwohner,16095.0
010.005.2006.209.010,005,Einwohner in Köln,2006,209,Weiß,10,Einwohner,5763.0
010.005.2006.210.010,005,Einwohner in Köln,2006,210,Sürth,10,Einwohner,9999.0
010.005.2006.211.010,005,Einwohner in Köln,2006,211,Godorf,10,Einwohner,2403.0
010.005.2006.212.010,005,Einwohner in Köln,2006,212,Immendorf,10,Einwohner,2075.0
010.005.2006.213.010,005,Einwohner in Köln,2006,213,Meschenich,10,Einwohner,8135.0
010.005.2006.301.010,005,Einwohner in Köln,2006,301,Klettenberg,10,Einwohner,10259.0
010.005.2006.302.010,005,Einwohner in Köln,2006,302,Sülz,10,Einwohner,36554.0
010.005.2006.303.010,005,Einwohner in Köln,2006,303,Lindenthal,10,Einwohner,30031.0
010.005.2006.304.010,005,Einwohner in Köln,2006,304,Braunsfeld,10,Einwohner,10555.0
010.005.2006.305.010,005,Einwohner in Köln,2006,305,Müngersdorf,10,Einwohner,8439.0
010.005.2006.306.010,005,Einwohner in Köln,2006,306,Junkersdorf,10,Einwohner,12337.0
010.005.2006.307.010,005,Einwohner in Köln,2006,307,Weiden,10,Einwohner,16506.0
010.005.2006.308.010,005,Einwohner in Köln,2006,308,Lövenich,10,Einwohner,8020.0
010.005.2006.309.010,005,Einwohner in Köln,2006,309,Widdersdorf,10,Einwohner,6806.0
010.005.2006.401.010,005,Einwohner in Köln,2006,401,Ehrenfeld,10,Einwohner,35194.0
010.005.2006.402.010,005,Einwohner in Köln,2006,402,Neuehrenfeld,10,Einwohner,23164.0
010.005.2006.403.010,005,Einwohner in Köln,2006,403,Bickendorf,10,Einwohner,16194.0
010.005.2006.404.010,005,Einwohner in Köln,2006,404,Vogelsang,10,Einwohner,8110.0
010.005.2006.405.010,005,Einwohner in Köln,2006,405,Bocklemünd/Mengenich,10,Einwohner,10770.0
010.005.2006.406.010,005,Einwohner in Köln,2006,406,Ossendorf,10,Einwohner,9773.0
010.005.2006.501.010,005,Einwohner in Köln,2006,501,Nippes,10,Einwohner,32405.0
010.005.2006.502.010,005,Einwohner in Köln,2006,502,Mauenheim,10,Einwohner,5572.0
010.005.2006.503.010,005,Einwohner in Köln,2006,503,Riehl,10,Einwohner,11588.0
010.005.2006.504.010,005,Einwohner in Köln,2006,504,Niehl,10,Einwohner,17801.0
010.005.2006.505.010,005,Einwohner in Köln,2006,505,Weidenpesch,10,Einwohner,13464.0
010.005.2006.506.010,005,Einwohner in Köln,2006,506,Longerich,10,Einwohner,13761.0
010.005.2006.507.010,005,Einwohner in Köln,2006,507,Bilderstöckchen,10,Einwohner,14822.0
010.005.2006.601.010,005,Einwohner in Köln,2006,601,Merkenich,10,Einwohner,5642.0
010.005.2006.602.010,005,Einwohner in Köln,2006,602,Fühlingen,10,Einwohner,2076.0
010.005.2006.603.010,005,Einwohner in Köln,2006,603,Seeberg,10,Einwohner,11485.0
010.005.2006.604.010,005,Einwohner in Köln,2006,604,Heimersdorf,10,Einwohner,6019.0
010.005.2006.605.010,005,Einwohner in Köln,2006,605,Lindweiler,10,Einwohner,3634.0
010.005.2006.606.010,005,Einwohner in Köln,2006,606,Pesch,10,Einwohner,7879.0
010.005.2006.607.010,005,Einwohner in Köln,2006,607,Esch/Auweiler,10,Einwohner,6589.0
010.005.2006.608.010,005,Einwohner in Köln,2006,608,Volkhoven/Weiler,10,Einwohner,6049.0
010.005.2006.609.010,005,Einwohner in Köln,2006,609,Chorweiler,10,Einwohner,13603.0
010.005.2006.610.010,005,Einwohner in Köln,2006,610,Blumenberg,10,Einwohner,5917.0
010.005.2006.611.010,005,Einwohner in Köln,2006,611,Roggendorf/Thenhoven,10,Einwohner,3977.0
010.005.2006.612.010,005,Einwohner in Köln,2006,612,Worringen,10,Einwohner,9291.0
010.005.2006.701.010,005,Einwohner in Köln,2006,701,Poll,10,Einwohner,10876.0
010.005.2006.702.010,005,Einwohner in Köln,2006,702,Westhoven,10,Einwohner,4613.0
010.005.2006.703.010,005,Einwohner in Köln,2006,703,Ensen,10,Einwohner,6842.0
010.005.2006.704.010,005,Einwohner in Köln,2006,704,Gremberghoven,10,Einwohner,2951.0
010.005.2006.705.010,005,Einwohner in Köln,2006,705,Eil,10,Einwohner,8936.0
010.005.2006.706.010,005,Einwohner in Köln,2006,706,Porz,10,Einwohner,13157.0
010.005.2006.707.010,005,Einwohner in Köln,2006,707,Urbach,10,Einwohner,12045.0
010.005.2006.708.010,005,Einwohner in Köln,2006,708,Elsdorf,10,Einwohner,1155.0
010.005.2006.709.010,005,Einwohner in Köln,2006,709,Grengel,10,Einwohner,5346.0
010.005.2006.710.010,005,Einwohner in Köln,2006,710,Wahnheide,10,Einwohner,7914.0
010.005.2006.711.010,005,Einwohner in Köln,2006,711,Wahn,10,Einwohner,6252.0
010.005.2006.712.010,005,Einwohner in Köln,2006,712,Lind,10,Einwohner,3434.0
010.005.2006.713.010,005,Einwohner in Köln,2006,713,Libur,10,Einwohner,899.0
010.005.2006.714.010,005,Einwohner in Köln,2006,714,Zündorf,10,Einwohner,12215.0
010.005.2006.715.010,005,Einwohner in Köln,2006,715,Langel,10,Einwohner,3248.0
010.005.2006.716.010,005,Einwohner in Köln,2006,716,Finkenberg,10,Einwohner,6684.0
010.005.2006.801.010,005,Einwohner in Köln,2006,801,Humboldt/Gremberg,10,Einwohner,15031.0
010.005.2006.802.010,005,Einwohner in Köln,2006,802,Kalk,10,Einwohner,21784.0
010.005.2006.803.010,005,Einwohner in Köln,2006,803,Vingst,10,Einwohner,10855.0
010.005.2006.804.010,005,Einwohner in Köln,2006,804,Höhenberg,10,Einwohner,11892.0
010.005.2006.805.010,005,Einwohner in Köln,2006,805,Ostheim,10,Einwohner,10718.0
010.005.2006.806.010,005,Einwohner in Köln,2006,806,Merheim,10,Einwohner,8416.0
010.005.2006.807.010,005,Einwohner in Köln,2006,807,Brück,10,Einwohner,9624.0
010.005.2006.808.010,005,Einwohner in Köln,2006,808,Rath/Heumar,10,Einwohner,10998.0
010.005.2006.809.010,005,Einwohner in Köln,2006,809,Neubrück,10,Einwohner,8828.0
010.005.2006.901.010,005,Einwohner in Köln,2006,901,Mülheim,10,Einwohner,40805.0
010.005.2006.902.010,005,Einwohner in Köln,2006,902,Buchforst,10,Einwohner,7183.0
010.005.2006.903.010,005,Einwohner in Köln,2006,903,Buchheim,10,Einwohner,12033.0
010.005.2006.904.010,005,Einwohner in Köln,2006,904,Holweide,10,Einwohner,20778.0
010.005.2006.905.010,005,Einwohner in Köln,2006,905,Dellbrück,10,Einwohner,21065.0
010.005.2006.906.010,005,Einwohner in Köln,2006,906,Höhenhaus,10,Einwohner,15502.0
010.005.2006.907.010,005,Einwohner in Köln,2006,907,Dünnwald,10,Einwohner,11921.0
010.005.2006.908.010,005,Einwohner in Köln,2006,908,Stammheim,10,Einwohner,7537.0
010.005.2006.909.010,005,Einwohner in Köln,2006,909,Flittard,10,Einwohner,7896.0
010.005.2007.000.010,005,Einwohner in Köln,2007,000,Stadt Köln,10,Einwohner,1025094.0
010.005.2007.001.010,005,Einwohner in Köln,2007,001,Innenstadt,10,Einwohner,128758.0
010.005.2007.002.010,005,Einwohner in Köln,2007,002,Rodenkirchen,10,Einwohner,101420.0
010.005.2007.003.010,005,Einwohner in Köln,2007,003,Lindenthal,10,Einwohner,138987.0
010.005.2007.004.010,005,Einwohner in Köln,2007,004,Ehrenfeld,10,Einwohner,103890.0
010.005.2007.005.010,005,Einwohner in Köln,2007,005,Nippes,10,Einwohner,110138.0
010.005.2007.006.010,005,Einwohner in Köln,2007,006,Chorweiler,10,Einwohner,81762.0
010.005.2007.007.010,005,Einwohner in Köln,2007,007,Porz,10,Einwohner,106894.0
010.005.2007.008.010,005,Einwohner in Köln,2007,008,Kalk,10,Einwohner,108620.0
010.005.2007.009.010,005,Einwohner in Köln,2007,009,Mülheim,10,Einwohner,144625.0
010.005.2007.101.010,005,Einwohner in Köln,2007,101,Altstadt/Süd,10,Einwohner,27630.0
010.005.2007.102.010,005,Einwohner in Köln,2007,102,Neustadt/Süd,10,Einwohner,37985.0
010.005.2007.103.010,005,Einwohner in Köln,2007,103,Altstadt/Nord,10,Einwohner,18520.0
010.005.2007.104.010,005,Einwohner in Köln,2007,104,Neustadt/Nord,10,Einwohner,28853.0
010.005.2007.105.010,005,Einwohner in Köln,2007,105,Deutz,10,Einwohner,15770.0
010.005.2007.201.010,005,Einwohner in Köln,2007,201,Bayenthal,10,Einwohner,8433.0
010.005.2007.202.010,005,Einwohner in Köln,2007,202,Marienburg,10,Einwohner,5651.0
010.005.2007.203.010,005,Einwohner in Köln,2007,203,Raderberg,10,Einwohner,5684.0
010.005.2007.204.010,005,Einwohner in Köln,2007,204,Raderthal,10,Einwohner,4701.0
010.005.2007.205.010,005,Einwohner in Köln,2007,205,Zollstock,10,Einwohner,20808.0
010.005.2007.206.010,005,Einwohner in Köln,2007,206,Rondorf,10,Einwohner,9646.0
010.005.2007.207.010,005,Einwohner in Köln,2007,207,Hahnwald,10,Einwohner,2116.0
010.005.2007.208.010,005,Einwohner in Köln,2007,208,Rodenkirchen,10,Einwohner,16051.0
010.005.2007.209.010,005,Einwohner in Köln,2007,209,Weiß,10,Einwohner,5715.0
010.005.2007.210.010,005,Einwohner in Köln,2007,210,Sürth,10,Einwohner,10209.0
010.005.2007.211.010,005,Einwohner in Köln,2007,211,Godorf,10,Einwohner,2357.0
010.005.2007.212.010,005,Einwohner in Köln,2007,212,Immendorf,10,Einwohner,2060.0
010.005.2007.213.010,005,Einwohner in Köln,2007,213,Meschenich,10,Einwohner,7989.0
010.005.2007.301.010,005,Einwohner in Köln,2007,301,Klettenberg,10,Einwohner,10170.0
010.005.2007.302.010,005,Einwohner in Köln,2007,302,Sülz,10,Einwohner,36120.0
010.005.2007.303.010,005,Einwohner in Köln,2007,303,Lindenthal,10,Einwohner,29811.0
010.005.2007.304.010,005,Einwohner in Köln,2007,304,Braunsfeld,10,Einwohner,10656.0
010.005.2007.305.010,005,Einwohner in Köln,2007,305,Müngersdorf,10,Einwohner,8339.0
010.005.2007.306.010,005,Einwohner in Köln,2007,306,Junkersdorf,10,Einwohner,12451.0
010.005.2007.307.010,005,Einwohner in Köln,2007,307,Weiden,10,Einwohner,16337.0
010.005.2007.308.010,005,Einwohner in Köln,2007,308,Lövenich,10,Einwohner,8268.0
010.005.2007.309.010,005,Einwohner in Köln,2007,309,Widdersdorf,10,Einwohner,6835.0
010.005.2007.401.010,005,Einwohner in Köln,2007,401,Ehrenfeld,10,Einwohner,35407.0
010.005.2007.402.010,005,Einwohner in Köln,2007,402,Neuehrenfeld,10,Einwohner,23403.0
010.005.2007.403.010,005,Einwohner in Köln,2007,403,Bickendorf,10,Einwohner,16273.0
010.005.2007.404.010,005,Einwohner in Köln,2007,404,Vogelsang,10,Einwohner,8151.0
010.005.2007.405.010,005,Einwohner in Köln,2007,405,Bocklemünd/Mengenich,10,Einwohner,10796.0
010.005.2007.406.010,005,Einwohner in Köln,2007,406,Ossendorf,10,Einwohner,9860.0
010.005.2007.501.010,005,Einwohner in Köln,2007,501,Nippes,10,Einwohner,33130.0
010.005.2007.502.010,005,Einwohner in Köln,2007,502,Mauenheim,10,Einwohner,5691.0
010.005.2007.503.010,005,Einwohner in Köln,2007,503,Riehl,10,Einwohner,11449.0
010.005.2007.504.010,005,Einwohner in Köln,2007,504,Niehl,10,Einwohner,17610.0
010.005.2007.505.010,005,Einwohner in Köln,2007,505,Weidenpesch,10,Einwohner,13481.0
010.005.2007.506.010,005,Einwohner in Köln,2007,506,Longerich,10,Einwohner,13767.0
010.005.2007.507.010,005,Einwohner in Köln,2007,507,Bilderstöckchen,10,Einwohner,15010.0
010.005.2007.601.010,005,Einwohner in Köln,2007,601,Merkenich,10,Einwohner,5713.0
010.005.2007.602.010,005,Einwohner in Köln,2007,602,Fühlingen,10,Einwohner,2098.0
010.005.2007.603.010,005,Einwohner in Köln,2007,603,Seeberg,10,Einwohner,11556.0
010.005.2007.604.010,005,Einwohner in Köln,2007,604,Heimersdorf,10,Einwohner,5997.0
010.005.2007.605.010,005,Einwohner in Köln,2007,605,Lindweiler,10,Einwohner,3591.0
010.005.2007.606.010,005,Einwohner in Köln,2007,606,Pesch,10,Einwohner,7748.0
010.005.2007.607.010,005,Einwohner in Köln,2007,607,Esch/Auweiler,10,Einwohner,6516.0
010.005.2007.608.010,005,Einwohner in Köln,2007,608,Volkhoven/Weiler,10,Einwohner,6008.0
010.005.2007.609.010,005,Einwohner in Köln,2007,609,Chorweiler,10,Einwohner,13418.0
010.005.2007.610.010,005,Einwohner in Köln,2007,610,Blumenberg,10,Einwohner,5900.0
010.005.2007.611.010,005,Einwohner in Köln,2007,611,Roggendorf/Thenhoven,10,Einwohner,3898.0
010.005.2007.612.010,005,Einwohner in Köln,2007,612,Worringen,10,Einwohner,9319.0
010.005.2007.701.010,005,Einwohner in Köln,2007,701,Poll,10,Einwohner,10978.0
010.005.2007.702.010,005,Einwohner in Köln,2007,702,Westhoven,10,Einwohner,4639.0
010.005.2007.703.010,005,Einwohner in Köln,2007,703,Ensen,10,Einwohner,6876.0
010.005.2007.704.010,005,Einwohner in Köln,2007,704,Gremberghoven,10,Einwohner,2977.0
010.005.2007.705.010,005,Einwohner in Köln,2007,705,Eil,10,Einwohner,8946.0
010.005.2007.706.010,005,Einwohner in Köln,2007,706,Porz,10,Einwohner,13291.0
010.005.2007.707.010,005,Einwohner in Köln,2007,707,Urbach,10,Einwohner,11966.0
010.005.2007.708.010,005,Einwohner in Köln,2007,708,Elsdorf,10,Einwohner,1278.0
010.005.2007.709.010,005,Einwohner in Köln,2007,709,Grengel,10,Einwohner,5282.0
010.005.2007.710.010,005,Einwohner in Köln,2007,710,Wahnheide,10,Einwohner,7831.0
010.005.2007.711.010,005,Einwohner in Köln,2007,711,Wahn,10,Einwohner,6277.0
010.005.2007.712.010,005,Einwohner in Köln,2007,712,Lind,10,Einwohner,3394.0
010.005.2007.713.010,005,Einwohner in Köln,2007,713,Libur,10,Einwohner,1002.0
010.005.2007.714.010,005,Einwohner in Köln,2007,714,Zündorf,10,Einwohner,12303.0
010.005.2007.715.010,005,Einwohner in Köln,2007,715,Langel,10,Einwohner,3222.0
010.005.2007.716.010,005,Einwohner in Köln,2007,716,Finkenberg,10,Einwohner,6632.0
010.005.2007.801.010,005,Einwohner in Köln,2007,801,Humboldt/Gremberg,10,Einwohner,15036.0
010.005.2007.802.010,005,Einwohner in Köln,2007,802,Kalk,10,Einwohner,21796.0
010.005.2007.803.010,005,Einwohner in Köln,2007,803,Vingst,10,Einwohner,10991.0
010.005.2007.804.010,005,Einwohner in Köln,2007,804,Höhenberg,10,Einwohner,11924.0
010.005.2007.805.010,005,Einwohner in Köln,2007,805,Ostheim,10,Einwohner,10690.0
010.005.2007.806.010,005,Einwohner in Köln,2007,806,Merheim,10,Einwohner,8721.0
010.005.2007.807.010,005,Einwohner in Köln,2007,807,Brück,10,Einwohner,9641.0
010.005.2007.808.010,005,Einwohner in Köln,2007,808,Rath/Heumar,10,Einwohner,11025.0
010.005.2007.809.010,005,Einwohner in Köln,2007,809,Neubrück,10,Einwohner,8796.0
010.005.2007.901.010,005,Einwohner in Köln,2007,901,Mülheim,10,Einwohner,40916.0
010.005.2007.902.010,005,Einwohner in Köln,2007,902,Buchforst,10,Einwohner,7261.0
010.005.2007.903.010,005,Einwohner in Köln,2007,903,Buchheim,10,Einwohner,11983.0
010.005.2007.904.010,005,Einwohner in Köln,2007,904,Holweide,10,Einwohner,20768.0
010.005.2007.905.010,005,Einwohner in Köln,2007,905,Dellbrück,10,Einwohner,21130.0
010.005.2007.906.010,005,Einwohner in Köln,2007,906,Höhenhaus,10,Einwohner,15345.0
010.005.2007.907.010,005,Einwohner in Köln,2007,907,Dünnwald,10,Einwohner,11874.0
010.005.2007.908.010,005,Einwohner in Köln,2007,908,Stammheim,10,Einwohner,7531.0
010.005.2007.909.010,005,Einwohner in Köln,2007,909,Flittard,10,Einwohner,7817.0
010.005.2008.000.010,005,Einwohner in Köln,2008,000,Stadt Köln,10,Einwohner,1019328.0
010.005.2008.001.010,005,Einwohner in Köln,2008,001,Innenstadt,10,Einwohner,127033.0
010.005.2008.002.010,005,Einwohner in Köln,2008,002,Rodenkirchen,10,Einwohner,100936.0
