station_european_code,component_code,component_name,component_caption,measurement_unit,measurement_european_group_code,statistics_period,statistics_year,statistics_average_group,statistic_shortname,statistic_name,statistic_value,statistics_percentage_valid,statistics_number_valid,statistics_calculated
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2008,day,Max36,36th highest value,41.502,95.355,349,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2008,day,Max8,8th highest value,54.483,95.355,349,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2008,day,Days(c > 50),days with c > 50 ug/m3,13.0,95.355,349,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2008,hour,P50,50 percentile,25.431,93.67,8228,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2008,hour,Mean,annual mean,28.57,93.67,8228,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2008,hour,P95,95 percentile,57.369,93.67,8228,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2008,hour,P98,98 percentile,71.475,93.67,8228,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2008,hour,Max,maximum,833.533,93.67,8228,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2009,day,P50,50 percentile,22.879,92.877,339,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2009,day,Mean,annual mean,28.146,92.877,339,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2009,day,P95,95 percentile,51.16,92.877,339,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2009,day,P98,98 percentile,73.987,92.877,339,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2009,day,Max,maximum,162.915,92.877,339,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2009,day,Max36,36th highest value,42.987,92.877,339,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2009,day,Max8,8th highest value,73.987,92.877,339,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2009,day,Days(c > 50),days with c > 50 ug/m3,19.0,92.877,339,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2009,hour,P50,50 percentile,23.393,94.247,8256,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2009,hour,Mean,annual mean,28.277,94.247,8256,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2009,hour,P95,95 percentile,60.601,94.247,8256,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2009,hour,P98,98 percentile,86.523,94.247,8256,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2009,hour,Max,maximum,744.645,94.247,8256,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2010,day,P50,50 percentile,26.927,96.986,354,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2010,day,Mean,annual mean,29.622,96.986,354,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2010,day,P95,95 percentile,53.104,96.986,354,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2010,day,P98,98 percentile,69.843,96.986,354,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2010,day,Max,maximum,108.269,96.986,354,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2010,day,Max36,36th highest value,44.948,96.986,354,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2010,day,Max8,8th highest value,69.843,96.986,354,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2010,day,Days(c > 50),days with c > 50 ug/m3,23.0,96.986,354,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2010,hour,P50,50 percentile,26.326,97.557,8546,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2010,hour,Mean,annual mean,29.621,97.557,8546,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2010,hour,P95,95 percentile,58.74,97.557,8546,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2010,hour,P98,98 percentile,75.6,97.557,8546,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2010,hour,Max,maximum,421.7,97.557,8546,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2011,day,P50,50 percentile,23.532,95.89,350,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2011,day,Mean,annual mean,26.794,95.89,350,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2011,day,P95,95 percentile,54.689,95.89,350,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2011,day,P98,98 percentile,68.569,95.89,350,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2011,day,Max,maximum,107.043,95.89,350,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2011,day,Max36,36th highest value,44.235,95.89,350,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2011,day,Max8,8th highest value,68.569,95.89,350,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2011,day,Days(c > 50),days with c > 50 ug/m3,24.0,95.89,350,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2011,hour,P50,50 percentile,22.711,94.566,8284,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2011,hour,Mean,annual mean,26.923,94.566,8284,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2011,hour,P95,95 percentile,59.732,94.566,8284,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2011,hour,P98,98 percentile,79.294,94.566,8284,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,100,Calendar year,2011,hour,Max,maximum,419.375,94.566,8284,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2008,day,P50,50 percentile,23.5,50.0,183,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2008,day,Mean,annual mean,26.533,50.0,183,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2008,day,P95,95 percentile,50.3,50.0,183,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2008,day,P98,98 percentile,61.6,50.0,183,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2008,day,Max,maximum,76.3,50.0,183,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2008,day,Max36,36th highest value,33.5,50.0,183,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2008,day,Max8,8th highest value,54.2,50.0,183,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2008,day,Days(c > 50),days with c > 50 ug/m3,10.0,50.0,183,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2009,day,P50,50 percentile,22.5,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2009,day,Mean,annual mean,26.673,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2009,day,P95,95 percentile,49.0,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2009,day,P98,98 percentile,56.8,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2009,day,Max,maximum,138.0,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2009,day,Max36,36th highest value,34.6,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2009,day,Max8,8th highest value,50.7,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2009,day,Days(c > 50),days with c > 50 ug/m3,8.0,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2010,day,P50,50 percentile,25.4,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2010,day,Mean,annual mean,27.869,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2010,day,P95,95 percentile,51.2,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2010,day,P98,98 percentile,65.1,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2010,day,Max,maximum,107.0,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2010,day,Max36,36th highest value,34.4,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2010,day,Max8,8th highest value,54.3,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2010,day,Days(c > 50),days with c > 50 ug/m3,12.0,49.863,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2011,2day,P50,50 percentile,21.6,97.648,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2011,2day,Mean,annual mean,25.492,97.648,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2011,2day,P95,95 percentile,52.2,97.648,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2011,2day,P98,98 percentile,65.6,97.648,182,True
DENW212,5,Particulate matter < 10 µm (aerosol),PM10,µg/m3,888,Calendar year,2011,2day,Max,maximum,93.1,97.648,182,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2007,day,Mean,annual mean,52.846,59.452,217,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2007,day,P50,50 percentile,53.217,59.452,217,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2007,day,P95,95 percentile,76.636,59.452,217,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2007,day,P98,98 percentile,82.652,59.452,217,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2007,day,Max,maximum,122.0,59.452,217,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2007,hour,P50,50 percentile,51.0,62.363,5463,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2007,hour,Mean,annual mean,52.993,62.363,5463,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2007,hour,P95,95 percentile,90.0,62.363,5463,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2007,hour,P98,98 percentile,102.0,62.363,5463,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2007,hour,Max,maximum,166.0,62.363,5463,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2007,hour,Max19,19th highest value,136.0,62.363,5463,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2007,hour,Hours(c > 200),hours with c > 200 ug/m3,0.0,62.363,5463,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2008,day,P50,50 percentile,49.827,90.984,333,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2008,day,Mean,annual mean,50.219,90.984,333,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2008,day,P95,95 percentile,73.077,90.984,333,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2008,day,P98,98 percentile,77.117,90.984,333,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2008,day,Max,maximum,113.976,90.984,333,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2008,hour,P50,50 percentile,47.865,90.699,7967,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2008,hour,Mean,annual mean,50.336,90.699,7967,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2008,hour,P95,95 percentile,89.094,90.699,7967,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2008,hour,P98,98 percentile,102.531,90.699,7967,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2008,hour,Max,maximum,187.049,90.699,7967,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2008,hour,Max19,19th highest value,132.407,90.699,7967,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2008,hour,Hours(c > 200),hours with c > 200 ug/m3,0.0,90.699,7967,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2009,day,P50,50 percentile,51.352,92.877,339,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2009,day,Mean,annual mean,53.142,92.877,339,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2009,day,P95,95 percentile,75.44,92.877,339,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2009,day,P98,98 percentile,80.161,92.877,339,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2009,day,Max,maximum,86.038,92.877,339,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2009,hour,P50,50 percentile,50.504,91.393,8006,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2009,hour,Mean,annual mean,53.09,91.393,8006,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2009,hour,P95,95 percentile,89.728,91.393,8006,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2009,hour,P98,98 percentile,100.477,91.393,8006,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2009,hour,Max,maximum,193.799,91.393,8006,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2009,hour,Max19,19th highest value,124.454,91.393,8006,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2009,hour,Hours(c > 200),hours with c > 200 ug/m3,0.0,91.393,8006,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,day,P50,50 percentile,52.07,90.959,332,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,day,Mean,annual mean,53.222,90.959,332,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,day,P95,95 percentile,76.812,90.959,332,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,day,P98,98 percentile,82.199,90.959,332,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,day,Max,maximum,91.313,90.959,332,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,hour,P50,50 percentile,51.432,91.016,7973,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,hour,Mean,annual mean,53.221,91.016,7973,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,hour,P95,95 percentile,90.112,91.016,7973,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,hour,P98,98 percentile,101.868,91.016,7973,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,hour,Max,maximum,153.238,91.016,7973,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,hour,Max19,19th highest value,124.435,91.016,7973,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,hour,Hours(c > 200),hours with c > 200 ug/m3,0.0,91.016,7973,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,var,Mean,annual mean,55.88,98.356,12,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,var,P50,50 percentile,56.7,98.356,12,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,var,P95,95 percentile,58.0,98.356,12,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,var,Max,maximum,60.75,98.356,12,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,var,P98,98 percentile,60.75,98.356,12,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,day,P50,50 percentile,50.109,98.082,358,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,day,Mean,annual mean,50.926,98.082,358,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,day,P95,95 percentile,74.896,98.082,358,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,day,P98,98 percentile,79.346,98.082,358,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,day,Max,maximum,99.81,98.082,358,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,hour,P50,50 percentile,48.56,93.87,8223,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,hour,Mean,annual mean,50.933,93.87,8223,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,hour,P95,95 percentile,89.122,93.87,8223,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,hour,P98,98 percentile,101.044,93.87,8223,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,hour,Max,maximum,239.351,93.87,8223,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,hour,Max19,19th highest value,137.594,93.87,8223,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,hour,Hours(c > 200),hours with c > 200 ug/m3,2.0,93.87,8223,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,101,Calendar year,2010,var,Mean,annual mean,55.85,0.548,1,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,101,Calendar year,2010,var,Max,maximum,55.85,0.548,1,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,101,Calendar year,2010,var,P50,50 percentile,55.85,0.548,1,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,101,Calendar year,2010,var,P95,95 percentile,55.85,0.548,1,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,101,Calendar year,2010,var,P98,98 percentile,55.85,0.548,1,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,101,Calendar year,2011,var,Mean,annual mean,52.473,100.0,12,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,101,Calendar year,2011,var,P50,50 percentile,53.25,100.0,12,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,101,Calendar year,2011,var,P95,95 percentile,55.85,100.0,12,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,101,Calendar year,2011,var,Max,maximum,57.0,100.0,12,True
DENW212,8,Nitrogen dioxide (air),NO2,µg/m3,101,Calendar year,2011,var,P98,98 percentile,57.0,100.0,12,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2008,var,P50,50 percentile,1.35,92.486,87,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2008,var,Mean,annual mean,1.407,92.486,87,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2008,var,P95,95 percentile,2.39,92.486,87,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2008,var,P98,98 percentile,2.82,92.486,87,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2008,var,Max,maximum,3.56,92.486,87,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2009,var,Max,maximum,2.29,0.548,1,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2009,var,Mean,annual mean,2.29,0.548,1,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2009,var,P50,50 percentile,2.29,0.548,1,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2009,var,P95,95 percentile,2.29,0.548,1,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2009,var,P98,98 percentile,2.29,0.548,1,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2010,var,P50,50 percentile,1.34,89.863,85,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2010,var,Mean,annual mean,1.539,89.863,85,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2010,var,P95,95 percentile,2.81,89.863,85,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2010,var,P98,98 percentile,3.3,89.863,85,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2010,var,Max,maximum,3.36,89.863,85,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2011,var,P50,50 percentile,1.16,94.795,90,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2011,var,Mean,annual mean,1.34,94.795,90,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2011,var,P95,95 percentile,2.52,94.795,90,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2011,var,P98,98 percentile,2.65,94.795,90,True
DENW212,20,Benzene (air),C6H6,µg/m3,100,Calendar year,2011,var,Max,maximum,3.72,94.795,90,True
DENW212,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2009,var,Max,maximum,4.39,0.548,1,True
DENW212,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2009,var,Mean,annual mean,4.39,0.548,1,True
DENW212,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2009,var,P50,50 percentile,4.39,0.548,1,True
DENW212,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2009,var,P95,95 percentile,4.39,0.548,1,True
DENW212,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2009,var,P98,98 percentile,4.39,0.548,1,True
DENW212,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2010,var,P50,50 percentile,4.47,89.863,85,True
DENW212,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2010,var,Mean,annual mean,4.76,89.863,85,True
DENW212,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2010,var,P95,95 percentile,7.08,89.863,85,True
DENW212,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2010,var,P98,98 percentile,7.42,89.863,85,True
DENW212,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2010,var,Max,maximum,9.92,89.863,85,True
DENW212,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2011,var,P50,50 percentile,4.11,94.795,90,True
DENW212,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2011,var,Mean,annual mean,4.406,94.795,90,True
DENW212,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2011,var,P95,95 percentile,7.97,94.795,90,True
DENW212,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2011,var,P98,98 percentile,9.86,94.795,90,True
DENW212,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2011,var,Max,maximum,10.16,94.795,90,True
DENW212,38,Nitrogen monoxide (air),NO,µg/m3,100,Calendar year,2008,day,P50,50 percentile,25.461,90.984,333,True
DENW212,38,Nitrogen monoxide (air),NO,µg/m3,100,Calendar year,2008,day,Mean,annual mean,32.213,90.984,333,True
