PERIMETER,TYP,HECTARES,ZWECK,RECNUM,LABEL1,Langname,subtype,TYPspezial,SHAPE_Leng,SHAPE_Area
0.0,Grün,0.98455875802,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,446.870027103,9845.58758018
0.0,Grün,1.07807947631,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,420.62143131,10780.7947631
0.0,Grün,1.08563446205,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,497.176263648,10856.3446205
0.0,Grün,1.11329306677,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,454.189222401,11132.9306677
0.0,Grün,1.18844272611,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,589.600795987,11884.4272611
0.0,Grün,1.40397670534,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,486.297739025,14039.7670534
0.0,Grün,2.30057127076,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,1971.73381459,23005.7127076
0.0,Grün,3.23147659156,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,1676.9715027,32314.7659156
0.0,Grün,3.2873528041,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,1275.42925121,32873.528041
0.0,Grün,3.40547710583,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,939.862453332,34054.7710583
0.0,Grün,3.46508702647,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,780.385413763,34650.8702647
0.0,Grün,5.11155859454,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,1219.29369421,51115.5859454
0.0,Grün,6.44013384055,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,1178.38204118,64401.3384055
0.0,Grün,11.5406164253,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,3493.851306,115406.164253
0.0,Grün,17.1536712548,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,2486.86456147,171536.712548
0.0,Grün,59.2740530588,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,3658.64953047,592740.530588
0.0,Grün,194.244898597,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,18830.8291396,1942448.98597
0.0,Grün,247.44832989,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,15627.2034562,2474483.2989
0.0,Grün,284.429890803,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,10773.6888579,2844298.90803
0.0,Grün,349.943853263,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,15505.883535,3499438.53263
0.0,Grün,384.678288102,,0.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,39965.6117506,3846782.88102
0.0,M,2.31207265639,,0.0,M,Mischfläche,2,,682.582850897,23120.7265639
0.0,M,5.20661594572,,0.0,M,Mischfläche,2,,1843.59641699,52066.1594572
0.0,MI,6.17923087172,,13.0,MI,Mischgebiet,16,,1072.7877085,61792.3087172
0.0,MK,14.7507047667,,0.0,MK,Kerngebiet,15,,1790.7643508,147507.047667
0.0,SO,1.58351147917,,0.0,SO,Sonderbaufläche,17,,658.608980464,15835.1147917
0.0,SO,2.29510723676,Messe/Verk.Üb.Pl.,11.0,SO,Sonderbaufläche,17,,895.529312568,22951.0723676
0.0,SO,2.41039412887,Baumarkt,0.0,SO,Sonderbaufläche,17,,664.780627519,24103.9412887
0.0,SO,3.12155681485,Fermeldeturm,0.0,SO,Sonderbaufläche,17,,1120.79467756,31215.5681485
0.0,SO,3.29770089628,Camping,0.0,SO,Sonderbaufläche,17,,815.277151939,32977.0089628
0.0,Versorg,1.78742797189,,0.0,W,Fläche für Ver- und Entsorgung,9,,777.111558537,17874.2797189
0.0,W,0.00251351293,,0.0,W,Wohnbaufläche,0,,25.009015018,25.1351292771
0.0,W,6.81545362389,,0.0,W,Wohnbaufläche,0,,1258.01823342,68154.5362389
0.0,W,9.14435148418,,13.0,W,Wohnbaufläche,0,,1286.89802444,91443.5148418
0.0,W,9.79926164989,,0.0,W,Wohnbaufläche,0,,1761.41903709,97992.6164989
0.0,W,9.89332135462,,13.0,W,Wohnbaufläche,0,,1927.19751935,98933.2135462
0.0,W,10.5410519739,,0.0,W,Wohnbaufläche,0,,1519.06022392,105410.520485
0.0,W,11.5921640949,,0.0,W,Wohnbaufläche,0,,1712.96120243,115921.640949
0.0,W,15.6565069032,,0.0,W,Wohnbaufläche,0,,2704.38438378,156565.069032
0.0,W,18.9282824544,,0.0,W,Wohnbaufläche,0,,2051.42766529,189282.824544
0.0,W,18.9388789751,,0.0,W,Wohnbaufläche,0,,2369.13848436,189388.789751
0.0,W,20.4378788462,,0.0,W,Wohnbaufläche,0,,2604.80221029,204378.788462
0.0,W,20.90680846,,0.0,W,Wohnbaufläche,0,,1896.16333285,209068.0846
0.0,W,22.5734182148,,0.0,W,Wohnbaufläche,0,,2580.91978901,225734.182148
0.0,W,41.454210022,,0.0,W,Wohnbaufläche,0,,3974.18847407,414542.10022
0.0,W,50.4474169807,,0.0,W,Wohnbaufläche,0,,3984.07148035,504474.169807
0.0,W,51.0735504651,,0.0,W,Wohnbaufläche,0,,5977.81515024,510735.504651
0.0,W,67.8582196289,,0.0,W,Wohnbaufläche,0,,7252.60256386,678582.196289
0.0,W,167.315556505,,0.0,W,Wohnbaufläche,0,,9684.10512858,1673155.56505
0.0,W,188.8042639,,0.0,W,Wohnbaufläche,0,,13442.1444305,1888042.639
9.45621973046,Wasser,0.0002398081,,17.0,,Wasserfläche,8,,9.45621973046,2.39808102185
19.5363222551,Wasser,0.00011592317,,17.0,,Wasserfläche,8,,19.5363222551,1.15923170678
26.717,Grün,0.00379811843,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,26.7103183895,37.9811843116
28.108,Grün,0.00347982198,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,28.1018770143,34.7982198372
28.512,Grün,0.00377939599,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,28.5054856267,37.7939599063
34.1928216709,verkehr,0.00619714793,,21.0,,Fläche für Hauptverkehrszüge,13,,34.1928216709,61.9714793268
39.207,Grün,0.00736508026,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,39.1968126848,73.6508025549
46.145,Grün,0.01031982321,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,46.1335852839,103.198232101
47.342,Grün,0.0105905132,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,47.3352114282,105.905132011
50.706,Grün,0.01256423643,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,50.6963295692,125.642364337
51.404,Grün,0.01192013354,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,51.3937005868,119.201335363
51.674,Grün,0.01271477946,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,51.6660479337,127.147794564
57.51,Grün,0.01464903235,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,57.495820371,146.490323536
67.9505697675,bahn,0.02408864215,,18.0,,Fläche für Bahnanlagen,12,,67.9505697675,240.886421542
70.119,Grün,0.02338378844,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,70.1043522132,233.837884365
70.591,Grün,0.01667914629,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,70.5737281204,166.791462906
74.523,Grün,0.02595453599,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,74.5119460901,259.5453599
77.98,Grün,0.03631129685,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,77.9655942579,363.112968544
78.032,Grün,0.0257481227,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,78.0202456555,257.481227
81.622,Grün,0.01635602702,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,81.605979059,163.560270158
83.02,Grün,0.03063834585,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,83.0045941894,306.383458475
83.651,Grün,0.0260400119,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,83.6349558864,260.400118967
87.8183737314,bahn,0.02185658565,,18.0,,Fläche für Bahnanlagen,12,,87.8183737314,218.565856459
88.617,Grün,0.03260673754,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,88.6008990298,326.067375419
92.417,Grün,0.03214968323,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,92.300742662,321.496832343
97.33,Grün,0.04446535755,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,97.3054560628,444.653575484
99.613,Grün,0.0382665741,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,99.5938400784,382.665740958
100.782,Grün,0.04693427749,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,100.75879851,469.342774865
101.962,Grün,0.04798599938,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,101.940839921,479.859993766
102.814,Grün,0.04623289732,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,102.794629384,462.328973203
103.2,Grün,0.04853623141,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,103.178504846,485.362314076
108.263,Grün,0.04730779486,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,108.236101839,473.07794859
109.419,Grün,0.04994540649,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,109.393043943,499.454064851
109.521,Grün,0.0483735377,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,109.498273192,483.735376954
111.597,Grün,0.05295647093,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,111.573315216,529.564709286
113.156,Grün,0.05279630814,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,113.131974693,527.96308145
114.676,Grün,0.02338844042,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,114.647848542,233.884404232
116.888,Grün,0.05499192071,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,116.859516308,549.91920713
120.547,Grün,0.06075797313,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,120.524026258,607.57973134
122.542,Grün,0.06058178284,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,122.516783868,605.817828392
123.363,Grün,0.05786823562,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,123.335932171,578.682356168
126.135,Grün,0.05867415193,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,126.106794127,586.741519292
126.289,Grün,0.06279748882,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,126.261304083,627.974888238
127.46,Grün,0.11425601134,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,127.303110251,1142.56011336
129.455,Grün,0.05910221259,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,129.430250461,591.022125949
129.762,Grün,0.06099926572,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,129.734403898,609.992657199
130.062,Grün,0.04746197371,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,130.036127208,474.619737067
130.294,Grün,0.06996770914,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,130.269903065,699.677091383
132.726,Grün,0.07100487259,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,132.701153314,710.048725894
135.503,Grün,0.07253684865,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,135.47325065,725.368486516
140.72,Grün,0.05120895356,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,140.689621113,512.089535649
141.487,Grün,0.05732077872,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,141.458109261,573.207787198
141.603483086,bahn,0.04763501623,,18.0,,Fläche für Bahnanlagen,12,,141.603483086,476.350162292
143.266,GBFL,0.22012771972,,1.0,,Gemeinbedarfsfläche,11,,191.476252367,2201.27719724
147.142,Grün,0.07450723333,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,147.112623032,745.072333251
147.159,Grün,0.07369858791,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,147.126555072,736.985879066
148.069036264,bahn,0.12039420747,,18.0,,Fläche für Bahnanlagen,12,,148.069036264,1203.94207473
148.949,Grün,0.0795303777,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,148.918936407,795.303776973
149.684339447,verkehr,0.12843043917,,21.0,,Fläche für Hauptverkehrszüge,13,,149.684339447,1284.30439173
151.389,Grün,0.04469651735,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,151.351859925,446.965173498
152.058,Grün,0.09334786441,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,152.025705567,933.478644078
152.421,Grün,0.15766365555,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,152.387948244,1576.63655554
153.357,Grün,0.04598356995,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,153.319178946,459.835699531
155.522,Grün,0.08970198817,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,155.491527655,897.019881692
156.507834418,bahn,0.11047611773,,18.0,,Fläche für Bahnanlagen,12,,156.507834418,1104.76117727
157.005,Grün,0.0932767595,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,156.980398932,932.767594977
157.414,Grün,0.17053935784,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,157.379647094,1705.39357836
157.68,Grün,0.09127616242,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,157.64345197,912.761624227
159.538,GBFL,0.1527467233,,1.0,,Gemeinbedarfsfläche,11,,159.504098477,1527.46723296
160.796,Grün,0.11446791744,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,313.316365737,1144.67917439
161.203,Grün,0.09098908589,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,161.171438062,909.890858869
164.153,Grün,0.1468091879,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,163.90805253,1468.09187902
164.641,Grün,0.04681562789,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,164.602749315,468.156278893
164.655,Grün,0.08495116478,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,164.619657279,849.511647797
165.67162728,verkehr,0.15324246719,,21.0,,Fläche für Hauptverkehrszüge,13,,165.67162728,1532.42467192
167.769,Grün,0.0572143471,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,167.735147141,572.143471
168.123,Grün,0.07861841652,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,168.088866264,786.184165163
169.974,Grün,0.04881698298,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,169.938543517,488.169829809
170.01354824,bahn,0.16171650969,,18.0,,Fläche für Bahnanlagen,12,,170.01354824,1617.16509691
170.043,Grün,0.04925421189,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,170.007456448,492.542118931
172.161,Grün,0.11130987768,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,172.120477533,1113.09877679
172.332,Grün,0.05332364582,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,172.28999031,533.236458233
172.576,W,0.18336578865,,13.0,W,Wohnbaufläche,0,,172.539667846,1833.65788654
173.027,Grün,0.09779796435,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,172.986525276,977.979643508
174.929286383,Wasser,0.13615098517,,17.0,,Wasserfläche,8,,174.929286383,1361.5098517
176.44,Grün,0.03658051971,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,176.408030127,365.805197083
176.574,Grün,0.19371320992,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,176.540049946,1937.13209916
176.908,Grün,0.12847953605,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,176.877144085,1284.79536049
176.921,Grün,0.14099172999,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,177.446119173,1409.91729992
177.996,Grün,0.10722237211,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,177.952014378,1072.22372111
179.213,Grün,0.1425188036,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,179.173986806,1425.18803596
180.936,Grün,0.06180785826,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,180.902069162,618.07858264
184.267195617,verkehr,0.18500977409,,21.0,,Fläche für Hauptverkehrszüge,13,,184.267195617,1850.09774095
189.753104937,Wasser,0.22174569216,,17.0,,Wasserfläche,8,,189.753104937,2217.45692158
190.975,Grün,0.12579206118,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,190.935585504,1257.92061176
191.973,GBFL,0.20170119818,,1.0,,Gemeinbedarfsfläche,11,,191.937709702,2017.01198175
191.986,Grün,0.11616040254,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,321.195433787,1161.60402538
192.197,Grün,0.05170883504,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,192.155560834,517.088350397
194.129698403,Versor,0.23254230703,,12.0,,Fläche für Ver- und Entsorgung,9,,194.129698403,2325.4230703
194.252,GBFL,0.23523263385,,1.0,,Gemeinbedarfsfläche,11,,194.216634614,2352.32633852
196.748,Grün,0.0911863384,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,196.699457633,911.863384031
198.043,Grün,0.13896255161,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,197.993741657,1389.62551612
200.492,Grün,0.14031849823,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,200.44245496,1403.18498232
200.677,GI,0.2455018651,,3.0,GI,Industriefläche,4,,200.644583667,2455.01865105
200.836,Grün,0.2284353482,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,199.675962649,2284.35348204
202.195,Grün,0.1610614869,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,202.151037974,1610.61486902
202.516,GBFL,0.20625307302,,1.0,,Gemeinbedarfsfläche,11,,202.477854541,2062.53073018
202.687,Grün,0.25161101882,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,202.643930423,2516.1101882
203.423,Grün,0.15081384615,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,203.377474161,1508.13846152
203.526,Grün,0.04695903379,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,203.47864486,469.590337893
203.695,Grün,0.08076096146,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,203.653316954,807.609614637
205.481,Grün,0.22229679316,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,205.439385869,2222.96793157
205.749,Grün,0.16062419943,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,205.712279214,1606.24199428
205.852,Grün,0.06201146341,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,205.809637255,620.114634072
207.98,Grün,0.25843921154,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,207.932030526,2584.39211538
208.589,Grün,0.19268454547,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,208.54024336,1926.84545466
208.708,GBFL,0.24491435292,,1.0,,Gemeinbedarfsfläche,11,,208.663236053,2449.14352922
209.321,GBFL,0.22627663575,,1.0,,Gemeinbedarfsfläche,11,,209.278144258,2262.76635746
210.169407693,verkehr,0.25572603286,,21.0,,Fläche für Hauptverkehrszüge,13,,210.169407693,2557.26032859
210.18141282,verkehr,0.22938629084,,21.0,,Fläche für Hauptverkehrszüge,13,,210.18141282,2293.8629084
210.234,Grün,0.17510338,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,210.191174197,1751.03380003
211.629,Grün,0.19074718279,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,211.586186387,1907.47182788
213.347944862,Wasser,0.28026981247,,17.0,,Wasserfläche,8,,213.347944862,2802.69812469
214.649,Grün,0.09877583849,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,214.615622444,987.758384887
215.813772875,Wasser,0.27307930902,,17.0,,Wasserfläche,8,,215.813772875,2730.79309021
216.305,Grün,0.10601299508,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,216.260577889,1060.1299508
216.42,Grün,0.07743072034,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,216.375760651,774.307203365
216.522,Grün,0.24711773183,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,201.685289467,2471.17731827
217.056,Grün,0.27249062423,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,217.014753359,2724.90624234
218.907,Grün,0.37299290313,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,218.862906771,3729.92903133
218.97,Grün,0.17110467453,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,218.920730903,1711.04674527
219.124,Grün,0.19389308815,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,219.084298234,1938.93088147
219.904,Grün,0.27319825801,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,219.860386889,2731.98258009
220.406,GBFL,0.31289130352,,1.0,,Gemeinbedarfsfläche,11,,220.365534136,3128.91303516
221.9,Grün,0.2911700601,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,221.855452635,2911.70060098
222.596,Grün,0.06272714088,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,222.543746189,627.271408774
223.792,Grün,0.0991385228,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,223.736812322,991.385227985
224.530422375,verkehr,0.26911036132,,21.0,,Fläche für Hauptverkehrszüge,13,,224.530422375,2691.10361317
225.291,GBFL,0.31675869864,,1.0,,Gemeinbedarfsfläche,11,,225.247787572,3167.58698639
226.186,Grün,0.27213205908,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,226.145341141,2721.32059084
226.249,Grün,0.16930442495,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,226.1938525,1693.04424952
226.586,Grün,0.19267970184,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,226.536832154,1926.79701843
227.758,Grün,0.37438285212,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,227.711129157,3743.82852118
227.832495749,Versor,0.2658557211,,4.0,,Fläche für Ver- und Entsorgung,9,,227.832495749,2658.55721104
228.407,Grün,0.17122664342,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,228.349993188,1712.26643419
230.355,GBFL,0.33460745008,,1.0,,Gemeinbedarfsfläche,11,,230.310239198,3346.07450077
230.428,GBFL,0.36584161311,,1.0,,Gemeinbedarfsfläche,11,,241.588351727,3658.41613105
231.106,Grün,0.1664974664,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,231.052197404,1664.97466396
231.404,Grün,0.17326462083,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,231.368630693,1732.64620828
231.673,Grün,0.21246645536,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,231.620516895,2124.66455362
231.693,Grün,0.16226132083,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,231.643603365,1622.61320834
232.497,GBFL,0.32916965544,,1.0,,Gemeinbedarfsfläche,11,,232.453351753,3291.69655445
232.5,Grün,0.2662506294,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,232.453452179,2662.50629401
233.749,Grün,0.38438478539,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,233.700874287,3843.84785394
234.303,Grün,0.29983078145,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,234.261270082,2998.3078145
234.478,GBFL,0.34109792702,,1.0,,Gemeinbedarfsfläche,11,,234.440451835,3410.97927022
239.652,Grün,0.28886892648,,4.0,,Grünfläche mit tw. landwirtschftl. Nutzung,5,,239.605192905,2888.68926477
