Produktbereich,Produktbereichsbezeichnung,Teilplan,Teilplanbezeichnung,Teilpanzeile,Ist 2010,Plan 2011,Plan 2012,Plan 2013,Plan 2014,Plan 2015
01,Innere Verwaltung,0102,"Haushalts-, betriebswirtschaftliche und technische Prüfungen, Sonderprüfungen",19 - Gewährung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen,0,0,0,0,0,0
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,02 - Einzahlung aus der Veräußerung von Sachanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,03 - Einzahlung aus Veräußerung Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,04 - Einzahlung aus Beiträgen nd ähnl. Entgelten,0,0,0,0,0,0
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,05 - Einzahlung sonstige Investitionseinzahlung,0,0,0,0,0,0
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,06 - Summe investive Einzahlungen,0,0,0,0,0,0
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden,0,0,0,0,0,0
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,08 - Auszahlungen für Baumaßnahmen,0,0,0,0,0,0
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen,34363,92000,201000,161000,161000,201000
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,10 - Auszahlung für den Erwerb von Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,11 - Auszahlung von aktivierbaren Zuwendungen,0,0,0,0,0,0
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,12 - Auszahlung für sonst. Investitionsauszahlungen,0,0,0,0,0,0
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,13 - Summe investive Auszahlungen,34363,92000,201000,161000,161000,201000
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,14 - Saldo Investitionstätigkeit,-34363,-92000,-201000,-161000,-161000,-201000
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,15 - Aufnahme von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,16 - Rückflüsse von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,18 - Tilgung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0103,Personal- und Organisationsmanagement,19 - Gewährung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen,1749,0,0,0,0,0
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,02 - Einzahlung aus der Veräußerung von Sachanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,03 - Einzahlung aus Veräußerung Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,04 - Einzahlung aus Beiträgen nd ähnl. Entgelten,0,0,0,0,0,0
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,05 - Einzahlung sonstige Investitionseinzahlung,0,0,0,0,0,0
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,06 - Summe investive Einzahlungen,1749,0,0,0,0,0
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden,0,0,0,0,0,0
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,08 - Auszahlungen für Baumaßnahmen,0,0,0,0,0,0
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen,443559,439600,1583700,779700,670000,658600
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,10 - Auszahlung für den Erwerb von Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,11 - Auszahlung von aktivierbaren Zuwendungen,0,0,0,0,0,0
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,12 - Auszahlung für sonst. Investitionsauszahlungen,0,0,0,0,0,0
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,13 - Summe investive Auszahlungen,443559,439600,1583700,779700,670000,658600
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,14 - Saldo Investitionstätigkeit,-441810,-439600,-1583700,-779700,-670000,-658600
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,15 - Aufnahme von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,16 - Rückflüsse von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,18 - Tilgung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0104,IT- und Kommunikationsdienste,19 - Gewährung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen,0,0,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,02 - Einzahlung aus der Veräußerung von Sachanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,03 - Einzahlung aus Veräußerung Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,04 - Einzahlung aus Beiträgen nd ähnl. Entgelten,0,0,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,05 - Einzahlung sonstige Investitionseinzahlung,0,0,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,06 - Summe investive Einzahlungen,0,0,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden,0,0,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,08 - Auszahlungen für Baumaßnahmen,0,0,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen,106535,100000,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,10 - Auszahlung für den Erwerb von Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,11 - Auszahlung von aktivierbaren Zuwendungen,0,0,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,12 - Auszahlung für sonst. Investitionsauszahlungen,0,0,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,13 - Summe investive Auszahlungen,106535,100000,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,14 - Saldo Investitionstätigkeit,-106535,-100000,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,15 - Aufnahme von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,16 - Rückflüsse von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,18 - Tilgung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0105,Organisationsmanagement,19 - Gewährung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen,0,0,0,0,0,0
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,02 - Einzahlung aus der Veräußerung von Sachanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,03 - Einzahlung aus Veräußerung Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,04 - Einzahlung aus Beiträgen nd ähnl. Entgelten,0,0,0,0,0,0
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,05 - Einzahlung sonstige Investitionseinzahlung,0,0,0,0,0,0
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,06 - Summe investive Einzahlungen,0,0,0,0,0,0
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden,0,0,0,0,0,0
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,08 - Auszahlungen für Baumaßnahmen,0,0,0,0,0,0
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen,37345,163000,391000,163000,163000,163000
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,10 - Auszahlung für den Erwerb von Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,11 - Auszahlung von aktivierbaren Zuwendungen,0,0,0,0,0,0
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,12 - Auszahlung für sonst. Investitionsauszahlungen,0,0,0,0,0,0
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,13 - Summe investive Auszahlungen,37345,163000,391000,163000,163000,163000
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,14 - Saldo Investitionstätigkeit,-37345,-163000,-391000,-163000,-163000,-163000
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,15 - Aufnahme von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,16 - Rückflüsse von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,18 - Tilgung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0106,Zentrale Dienstleistungen,19 - Gewährung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen,0,0,0,0,0,0
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,02 - Einzahlung aus der Veräußerung von Sachanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,03 - Einzahlung aus Veräußerung Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,04 - Einzahlung aus Beiträgen nd ähnl. Entgelten,0,0,0,0,0,0
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,05 - Einzahlung sonstige Investitionseinzahlung,0,0,0,0,0,0
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,06 - Summe investive Einzahlungen,0,0,0,0,0,0
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden,0,0,0,0,0,0
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,08 - Auszahlungen für Baumaßnahmen,0,0,0,0,0,0
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen,6686,8000,12000,8000,8000,8000
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,10 - Auszahlung für den Erwerb von Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,11 - Auszahlung von aktivierbaren Zuwendungen,0,0,0,0,0,0
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,12 - Auszahlung für sonst. Investitionsauszahlungen,0,0,0,0,0,0
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,13 - Summe investive Auszahlungen,6686,8000,12000,8000,8000,8000
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,14 - Saldo Investitionstätigkeit,-6686,-8000,-12000,-8000,-8000,-8000
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,15 - Aufnahme von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,16 - Rückflüsse von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,18 - Tilgung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0107,Rechts- und Versicherungsangelegenheiten,19 - Gewährung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen,0,3000,3000,3000,3000,3000
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,02 - Einzahlung aus der Veräußerung von Sachanlagen,29768212,32520800,32520800,32520800,32520800,32520800
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,03 - Einzahlung aus Veräußerung Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,04 - Einzahlung aus Beiträgen nd ähnl. Entgelten,0,0,0,0,0,0
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,05 - Einzahlung sonstige Investitionseinzahlung,0,0,0,0,0,0
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,06 - Summe investive Einzahlungen,29768212,32523800,32523800,32523800,32523800,32523800
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden,13120183,33640000,31360000,31000000,31000000,31000000
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,08 - Auszahlungen für Baumaßnahmen,365758,300000,779000,0,0,0
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen,18090,80500,80500,80500,80500,80500
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,10 - Auszahlung für den Erwerb von Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,11 - Auszahlung von aktivierbaren Zuwendungen,0,0,0,0,0,0
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,12 - Auszahlung für sonst. Investitionsauszahlungen,0,0,0,0,0,0
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,13 - Summe investive Auszahlungen,13504031,34020500,32219500,31080500,31080500,31080500
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,14 - Saldo Investitionstätigkeit,16264181,-1496700,304300,1443300,1443300,1443300
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,15 - Aufnahme von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,16 - Rückflüsse von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,18 - Tilgung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0108,Zentrale Liegenschaftsangelegenheiten,19 - Gewährung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen,0,0,0,0,0,0
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,02 - Einzahlung aus der Veräußerung von Sachanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,03 - Einzahlung aus Veräußerung Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,04 - Einzahlung aus Beiträgen nd ähnl. Entgelten,0,0,0,0,0,0
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,05 - Einzahlung sonstige Investitionseinzahlung,0,0,0,0,0,0
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,06 - Summe investive Einzahlungen,0,0,0,0,0,0
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden,0,0,0,0,0,0
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,08 - Auszahlungen für Baumaßnahmen,0,0,0,0,0,0
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen,247633,425000,570000,450000,400000,390000
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,10 - Auszahlung für den Erwerb von Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,11 - Auszahlung von aktivierbaren Zuwendungen,0,0,0,0,0,0
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,12 - Auszahlung für sonst. Investitionsauszahlungen,0,0,0,0,0,0
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,13 - Summe investive Auszahlungen,247633,425000,570000,450000,400000,390000
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,14 - Saldo Investitionstätigkeit,-247633,-425000,-570000,-450000,-400000,-390000
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,15 - Aufnahme von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,16 - Rückflüsse von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,18 - Tilgung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0109,Kasse und Veranlagung gemeindl. Abgaben,19 - Gewährung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen,0,0,0,0,0,0
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",02 - Einzahlung aus der Veräußerung von Sachanlagen,43950,0,0,0,0,0
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",03 - Einzahlung aus Veräußerung Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",04 - Einzahlung aus Beiträgen nd ähnl. Entgelten,0,0,0,0,0,0
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",05 - Einzahlung sonstige Investitionseinzahlung,2600,2400,2400,2400,0,0
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",06 - Summe investive Einzahlungen,46550,2400,2400,2400,0,0
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden,0,0,0,0,0,0
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",08 - Auszahlungen für Baumaßnahmen,0,0,0,0,0,0
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen,335635,130000,464000,120000,120000,1220000
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",10 - Auszahlung für den Erwerb von Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",11 - Auszahlung von aktivierbaren Zuwendungen,0,0,0,0,0,0
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",12 - Auszahlung für sonst. Investitionsauszahlungen,0,0,0,0,0,0
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",13 - Summe investive Auszahlungen,335635,130000,464000,120000,120000,1220000
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",14 - Saldo Investitionstätigkeit,-289085,-127600,-461600,-117600,-120000,-1220000
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",15 - Aufnahme von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",16 - Rückflüsse von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",18 - Tilgung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0110,"Controlling, Finanzsteuerung, Rechungswesen",19 - Gewährung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen,3090,0,0,0,0,0
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,02 - Einzahlung aus der Veräußerung von Sachanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,03 - Einzahlung aus Veräußerung Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,04 - Einzahlung aus Beiträgen nd ähnl. Entgelten,0,0,0,0,0,0
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,05 - Einzahlung sonstige Investitionseinzahlung,0,0,0,0,0,0
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,06 - Summe investive Einzahlungen,3090,0,0,0,0,0
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden,0,0,0,0,0,0
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,08 - Auszahlungen für Baumaßnahmen,0,0,0,0,0,0
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen,482892,417240,296340,296340,296340,296340
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,10 - Auszahlung für den Erwerb von Finanzanlagen,0,0,0,0,0,0
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,11 - Auszahlung von aktivierbaren Zuwendungen,0,0,0,0,0,0
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,12 - Auszahlung für sonst. Investitionsauszahlungen,0,0,0,0,0,0
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,13 - Summe investive Auszahlungen,482892,417240,296340,296340,296340,296340
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,14 - Saldo Investitionstätigkeit,-479802,-417240,-296340,-296340,-296340,-296340
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,15 - Aufnahme von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,16 - Rückflüsse von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,18 - Tilgung von Darlehen,0,0,0,0,0,0
01,Innere Verwaltung,0111,Sonstige Innere Verwaltung,19 - Gewährung von Darlehen,0,0,0,0,0,0
02,Sicherheit und Ordnung,0201,Allgemeine Sicherheit und Ordnung,01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen,1807,0,0,0,0,0
02,Sicherheit und Ordnung,0201,Allgemeine Sicherheit und Ordnung,02 - Einzahlung aus der Veräußerung von Sachanlagen,98176,0,0,0,0,0
02,Sicherheit und Ordnung,0201,Allgemeine Sicherheit und Ordnung,03 - Einzahlung aus Veräußerung Finanzanlagen,0,0,0,0,0,0
02,Sicherheit und Ordnung,0201,Allgemeine Sicherheit und Ordnung,04 - Einzahlung aus Beiträgen nd ähnl. Entgelten,0,0,0,0,0,0
02,Sicherheit und Ordnung,0201,Allgemeine Sicherheit und Ordnung,05 - Einzahlung sonstige Investitionseinzahlung,0,0,0,0,0,0
02,Sicherheit und Ordnung,0201,Allgemeine Sicherheit und Ordnung,06 - Summe investive Einzahlungen,99983,0,0,0,0,0
02,Sicherheit und Ordnung,0201,Allgemeine Sicherheit und Ordnung,07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden,0,0,0,0,0,0
02,Sicherheit und Ordnung,0201,Allgemeine Sicherheit und Ordnung,08 - Auszahlungen für Baumaßnahmen,0,0,0,0,0,0
02,Sicherheit und Ordnung,0201,Allgemeine Sicherheit und Ordnung,09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen,15300,112000,452000,207000,155000,167000
02,Sicherheit und Ordnung,0201,Allgemeine Sicherheit und Ordnung,10 - Auszahlung für den Erwerb von Finanzanlagen,0,0,0,0,0,0
